time,pr_day_CCSM4_rcp85
2007-04-14 00:00:00+00:00,0.0
2007-04-15 00:00:00+00:00,0.0
2007-04-16 00:00:00+00:00,0.0
2007-04-17 00:00:00+00:00,0.0
2007-04-18 00:00:00+00:00,0.0
2007-04-19 00:00:00+00:00,0.0
2007-04-20 00:00:00+00:00,0.0
2007-04-21 00:00:00+00:00,0.0
2007-04-22 00:00:00+00:00,0.0
2007-04-23 00:00:00+00:00,0.0
2007-04-24 00:00:00+00:00,0.0
2007-04-25 00:00:00+00:00,0.0
2007-04-26 00:00:00+00:00,1.950332784161901e-09
2007-04-27 00:00:00+00:00,0.0
2007-04-28 00:00:00+00:00,0.0
2007-04-29 00:00:00+00:00,0.0
2007-04-30 00:00:00+00:00,0.0
2007-05-01 00:00:00+00:00,4.90837681610401e-09
2007-05-02 00:00:00+00:00,4.024494959509184e-09
2007-05-03 00:00:00+00:00,0.0
2007-05-04 00:00:00+00:00,6.410461939054812e-09
2007-05-05 00:00:00+00:00,0.0
2007-05-06 00:00:00+00:00,0.0
2007-05-07 00:00:00+00:00,0.0
2007-05-08 00:00:00+00:00,3.993486874520613e-09
2007-05-09 00:00:00+00:00,4.0128087519519795e-09
2007-05-10 00:00:00+00:00,1.983988973108808e-09
2007-05-11 00:00:00+00:00,0.0
2007-05-12 00:00:00+00:00,5.853391485288739e-06
2007-05-13 00:00:00+00:00,1.9068434085056651e-06
2007-05-14 00:00:00+00:00,4.6614995881100185e-06
2007-05-15 00:00:00+00:00,3.2611719689157326e-06
2007-05-16 00:00:00+00:00,5.183637199479563e-07
2007-05-17 00:00:00+00:00,3.3258802378810515e-09
2007-05-18 00:00:00+00:00,2.698713696958066e-09
2007-05-19 00:00:00+00:00,4.325858782294745e-09
2007-05-20 00:00:00+00:00,4.272340259348084e-09
2007-05-21 00:00:00+00:00,1.2107987501508433e-08
2007-05-22 00:00:00+00:00,1.9417688235989772e-05
2007-05-23 00:00:00+00:00,5.819694592901214e-07
2007-05-24 00:00:00+00:00,0.0
2007-05-25 00:00:00+00:00,1.1413050060582464e-06
2007-05-26 00:00:00+00:00,1.584795938924799e-07
2007-05-27 00:00:00+00:00,0.0
2007-05-28 00:00:00+00:00,0.0
2007-05-29 00:00:00+00:00,0.0
2007-05-30 00:00:00+00:00,0.0
2007-05-31 00:00:00+00:00,0.0
2007-06-01 00:00:00+00:00,0.0
2007-06-02 00:00:00+00:00,0.0
2007-06-03 00:00:00+00:00,0.0
2007-06-04 00:00:00+00:00,0.0
2007-06-05 00:00:00+00:00,0.0
2007-06-06 00:00:00+00:00,0.0
2007-06-07 00:00:00+00:00,0.0
2007-06-08 00:00:00+00:00,0.0
2007-06-09 00:00:00+00:00,0.0
2007-06-10 00:00:00+00:00,0.0
